224,224,3,3,3,32,1,2,0
1,1,32,1,1,8,0,1,0
1,1,8,1,1,32,0,1,0
112,112,32,1,1,16,0,1,0
112,112,16,1,1,96,1,1,0
1,1,96,1,1,4,0,1,0
1,1,4,1,1,96,0,1,0
56,56,96,1,1,24,0,1,0
56,56,24,1,1,144,1,1,0
1,1,144,1,1,6,0,1,0
1,1,6,1,1,144,0,1,0
56,56,144,1,1,24,0,1,0
56,56,24,1,1,144,1,1,0
1,1,144,1,1,6,0,1,0
1,1,6,1,1,144,0,1,0
28,28,144,1,1,40,0,1,0
28,28,40,1,1,240,1,1,0
1,1,240,1,1,10,0,1,0
1,1,10,1,1,240,0,1,0
28,28,240,1,1,40,0,1,0
28,28,40,1,1,240,1,1,0
1,1,240,1,1,10,0,1,0
1,1,10,1,1,240,0,1,0
14,14,240,1,1,80,0,1,0
14,14,80,1,1,480,1,1,0
1,1,480,1,1,20,0,1,0
1,1,20,1,1,480,0,1,0
14,14,480,1,1,80,0,1,0
14,14,80,1,1,480,1,1,0
1,1,480,1,1,20,0,1,0
1,1,20,1,1,480,0,1,0
14,14,480,1,1,80,0,1,0
14,14,80,1,1,480,1,1,0
1,1,480,1,1,20,0,1,0
1,1,20,1,1,480,0,1,0
14,14,480,1,1,112,0,1,0
14,14,112,1,1,672,1,1,0
1,1,672,1,1,28,0,1,0
1,1,28,1,1,672,0,1,0
14,14,672,1,1,112,0,1,0
14,14,112,1,1,672,1,1,0
1,1,672,1,1,28,0,1,0
1,1,28,1,1,672,0,1,0
14,14,672,1,1,112,0,1,0
14,14,112,1,1,672,1,1,0
1,1,672,1,1,28,0,1,0
1,1,28,1,1,672,0,1,0
7,7,672,1,1,192,0,1,0
7,7,192,1,1,1152,1,1,0
1,1,1152,1,1,48,0,1,0
1,1,48,1,1,1152,0,1,0
7,7,1152,1,1,192,0,1,0
7,7,192,1,1,1152,1,1,0
1,1,1152,1,1,48,0,1,0
1,1,48,1,1,1152,0,1,0
7,7,1152,1,1,192,0,1,0
7,7,192,1,1,1152,1,1,0
1,1,1152,1,1,48,0,1,0
1,1,48,1,1,1152,0,1,0
7,7,1152,1,1,192,0,1,0
7,7,192,1,1,1152,1,1,0
1,1,1152,1,1,48,0,1,0
1,1,48,1,1,1152,0,1,0
7,7,1152,1,1,320,0,1,0
7,7,320,1,1,1280,1,1,0
1,1,1280,1,1,1000,0,1
